ReactionSMILES	reaction name	reactionSMARTS	reacting substructures	product substructures
O.OC=C(O)C(O)(CO)CO>>O.O=C[C@@H](O)C(O)(CO)CO	protonation-t5-@@	[$(C(-,:C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:O)(-,:C(-,:O)CO)-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)(CO)(CO))=C(O))!$(C(C(O)(C(O)CO)(CO))=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)C(O)(CO)CO>>O.O=C(CO)[C@@H](O)C(O)(CO)CO	protonation-t5-@@	[$(C(-,:C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:O)(-,:C(-,:O)CO)-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)(CO)(CO))=C(O))!$(C(C(O)(C(O)CO)(CO))=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@H](O)[C@@H](O)CO>>O.O=C[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO	protonation-t6-@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@H](O)[C@H](O)CO>>O.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	protonation-t6-@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@@H](O)[C@@H](O)CO>>O.O=C[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO	protonation-t6-@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@@H](O)[C@H](O)CO>>O.O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	protonation-t6-@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@H](O)[C@@H](O)CO>>O.O=C[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO	protonation-t6-@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@H](O)[C@H](O)CO>>O.O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO	protonation-t6-@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@@H](O)[C@@H](O)CO>>O.O=C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO	protonation-t6-@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@@H](O)[C@H](O)CO>>O.O=C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO	protonation-t6-@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@H](O)[C@@H](O)CO>>O.O=C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO	protonation-t6-@@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@H](O)[C@H](O)CO>>O.O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	protonation-t6-@@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@@H](O)[C@@H](O)CO>>O.O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO	protonation-t6-@@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@@H](O)[C@H](O)CO>>O.O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	protonation-t6-@@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@H](O)[C@@H](O)CO>>O.O=C[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO	protonation-t6-@@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@H](O)[C@H](O)CO>>O.O=C[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO	protonation-t6-@@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@@H](O)[C@@H](O)CO>>O.O=C[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO	protonation-t6-@@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@@H](O)[C@H](O)CO>>O.O=C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO	protonation-t6-@@	[$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)C(O)(CO)CO>>O.O=C[C@H](O)[C@@H](O)C(O)(CO)CO	protonation-t8-@	[$(C(-,:C(-,:O)C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)(-,:C(-,:O)CO)-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)(CO)(CO))=C(O))!$(C(C(CO)(O)C(O)(CO)(CO))=C(O))!$(C(C(O)C(O)(C(O)CO)(CO))=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)C(O)(CO)CO>>O.O=C[C@H](O)[C@H](O)C(O)(CO)CO	protonation-t8-@	[$(C(-,:C(-,:O)C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)(-,:C(-,:O)CO)-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)(CO)(CO))=C(O))!$(C(C(CO)(O)C(O)(CO)(CO))=C(O))!$(C(C(O)C(O)(C(O)CO)(CO))=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)C(O)(CO)CO>>O.O=C[C@@H](O)[C@@H](O)C(O)(CO)CO	protonation-t8-@@	[$(C(-,:C(-,:O)C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)(-,:C(-,:O)CO)-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)(CO)(CO))=C(O))!$(C(C(CO)(O)C(O)(CO)(CO))=C(O))!$(C(C(O)C(O)(C(O)CO)(CO))=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)C(O)(CO)CO>>O.O=C[C@@H](O)[C@H](O)C(O)(CO)CO	protonation-t8-@@	[$(C(-,:C(-,:O)C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)(-,:C(-,:O)CO)-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)(CO)(CO))=C(O))!$(C(C(CO)(O)C(O)(CO)(CO))=C(O))!$(C(C(O)C(O)(C(O)CO)(CO))=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
C=O.OC=C(O)C(O)(CO)CO>>O=C([C@@H](O)CO)C(O)(CO)CO	aldol_addition_fast_pt_C=O-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@:1][C:4][O:5]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@:1][C:4][O:5]	
C=O.OC=C(O)C(O)(CO)CO>>O=C([C@H](O)CO)C(O)(CO)CO	aldol_addition_fast_pt_C=O-t1-@@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@@:1][C:4][O:5]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@@:1][C:4][O:5]	
C=O.OCC(O)=C(O)CO>>O=C(CO)C(O)(CO)CO	aldol_addition_fast_pt_C=O-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@:1][C:4][O:5]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@:1][C:4][O:5]	
C=O.OCC(O)=C(O)[C@H](O)CO>>O=C([C@H](O)CO)C(O)(CO)CO	aldol_addition_fast_pt_C=O-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@:1][C:4][O:5]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@:1][C:4][O:5]	
C=O.OCC(O)=C(O)[C@@H](O)CO>>O=C([C@@H](O)CO)C(O)(CO)CO	aldol_addition_fast_pt_C=O-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@:1][C:4][O:5]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@:1][C:4][O:5]	
C=O.OCC(O)=C(O)[C@H](O)CO>>O=C(CO)[C@@](O)(CO)[C@H](O)CO	aldol_addition_fast_pt_C=O-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@:1][C:4][O:5]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@:1][C:4][O:5]	
C=O.OCC(O)=C(O)[C@@H](O)CO>>O=C(CO)[C@@](O)(CO)[C@@H](O)CO	aldol_addition_fast_pt_C=O-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@:1][C:4][O:5]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@:1][C:4][O:5]	
C=O.OCC(O)=C(O)[C@H](O)CO>>O=C(CO)[C@](O)(CO)[C@H](O)CO	aldol_addition_fast_pt_C=O-t3-@@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@@:1][C:4][O:5]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@@:1][C:4][O:5]	
C=O.OCC(O)=C(O)[C@@H](O)CO>>O=C(CO)[C@](O)(CO)[C@@H](O)CO	aldol_addition_fast_pt_C=O-t3-@@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@@:1][C:4][O:5]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@@:1][C:4][O:5]	
C=O.OC=C(O)C(O)(CO)CO>>O=C[C@@](O)(CO)C(O)(CO)CO	aldol_addition_fast_pt_C=O-t5-@	[$(C(-,:C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:O)(-,:C(-,:O)CO)-,:CO)=C-,:O):1]=[C:2][O:3].[C&H2:4]=[O:5]>>[O:3]=[C:2][C@:1][C:4][O:5]	[$(C(C(O)(CO)(CO))=C(O))!$(C(C(O)(C(O)CO)(CO))=C(O)):1]=[C:2][O:3].[CH2:4]=[O:5]	[O:3]=[C:2][C@:1][C:4][O:5]	
